class,comment_sentence,labels,types
GtGraphTreemapSquarify,example gtgraphtreema playoutexamples #squarify with sevenoffirststep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"then add a second rectangle, above the first.",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,The worst aspect ratio improves the example gtgraphtreema playoutexamples #squarifywithsietedes secondstep label #weorstvaluerounded .,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarify with sevennodes secondstep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"However, if we add the following area 4 above these original rectangles, the aspect ratio of this rectangle is example gtgraphtreemaplayoutexamples #squarifywithevennodesthirdstep label #worstvaluerounded .",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreema playoutexamples #squarify with sevennodesthirdstep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"Therefore, we decided that we have reached an optimal for the left half in step two, and start processing the right half.",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"the initial subdivision we chose here is vertical, because the rectangle is higher than wider.",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,in step 4 we add the rectangle with area 4,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarify with sevennodes4toarthstep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"In the next step, we add area 3.",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,worst aspect ratio decreases from example gtgraphtreema playoutexamples #squarify with sevennodes quarthstep label #weorstvaluerounded to example gtgraphtreemaplayoutexamples #squarify with sevennodes fifthstep label #weorstvaluerounded,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreema playoutexamples #squarify with sevennodes fifthstep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,The addition of the following area 2 however does not improve the result as the worst aspect ratio increases from example gtgraphtreemaplay examples #squarifywith sevennodes fifthstep label #werstvaluerounded to example gtgraphtreemaplayoutexamples #squarifywith sevennodess6thstep label #worstvaluerounded,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreema playoutexamples #squarify with sevennodess6thstep previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,So we rejected the previous step and started filling the top right partition.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithsietennodessétimopaso previewexpanded true nocode,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,These steps are repeated until all rectangles have been processed.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,the final result is as follows:,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithevennodes nocode codeexpanded false previewexpanded true .,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarifyLandscapeRectangle,I represent a rectangle.,[0 0 0 0 1 0 0],es
GtGraphTreemapSquarifyLandscapeRectangle,My height is smaller than my width.,[0 0 0 0 1 0 0],es
GtGraphTreemapSquarifyLandscapeRectangle,I'm used by class gtgraphtreemapsquarifystep.,[0 0 0 0 0 0 1],es
GtGraphTreemapSquarifyLandscapeRectangle,example gtgraphtreema playoutexamples #squarify with four first area without code,[0 1 0 0 0 0 0],es
GtLibraryInstaller,I am the installer of shared libraries along side image or vm.,[0 1 0 0 1 0 0],es
GtLibraryInstaller,the following example shows how I am configured for the library Sparta moz2d.,[0 1 0 0 0 0 0],es
GtLibraryInstaller,installer,[0 1 0 0 0 0 0],es
GtLibraryInstaller,extension .,[0 1 0 0 0 0 0],es
GtLibraryInstallerLogAnnouncement,I am sent by the installer when trying to register some messages.,[0 0 1 0 0 0 0],es
GtLibraryInstallerLogAnnouncement,ui may want to show them in a transcript,[0 0 0 0 0 0 1],es
GtLibraryInstallerMorph,most of the container of the entire installer,[0 0 0 0 1 0 0],es
GtPhlowForwarderView,if forwarding a view definition to another object.,[0 0 1 0 0 0 0],es
GtPhlowForwarderView,I am useful in situations when the object that has the definition of view is expensive to create.,[0 0 1 0 0 0 0],es
GtPhlowForwarderView,"I am also useful in situations, when the object is created only for the purpose of the view.",[0 0 1 0 0 0 0],es
GtPhlowForwarderView,I create the object only if someone clicks on my tab view.,[0 0 1 0 0 0 0],es
GtPlotterAxisProjection,given a point 20@30 as a domain object and Euclidean coordinate system.,[0 1 0 0 0 0 0],es
GtPlotterAxisProjection,So the projection of that point in continuous x-axis would be 20 and the projection in y-axis would be 30.,[0 1 0 0 0 0 0],es
GtPlotterAxisProjection,a projection of a domain object on a discrete axis is an index of that object in a data set,[1 0 0 0 0 0 0],es
GtProtoTasker,tasker is responsible for collecting tasks in class gttaskertask and executing them on request.,[0 0 1 1 0 0 0],es
GtProtoTasker,interesting treats to explore are class gttaskerorderednonrepetitive and class gtpostponingtasker.,[0 0 0 1 0 0 0],es
GtRemoteInspector,gtremoteinspector provides a mechanism for remote viewing of objects over a rest json api.,[0 0 1 0 0 0 0],es
GtRemoteInspector,public api and key messages,[0 0 0 0 0 1 0],es
GtRemoteInspector,message one,[0 0 0 0 0 1 0],es
GtRemoteInspector,message two,[0 0 0 0 0 1 0],es
GtRemoteInspector,for bonus points how to create instances.,[0 0 0 0 0 1 0],es
GtRlBaselineTagReleaseStrategy,I am a launch strategy that uses the current loaded tag for a repository as version number.,[0 0 1 0 1 0 0],es
GtRlBaselineTagReleaseStrategy,I indicate a passive release as it is not necessary to execute actions.,[0 0 1 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,the version number already exists in the repository.,[0 0 1 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,Since I'm passive I don't export any metadata.,[1 0 0 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,"even if the repository has child repositories, no metadata will be exported.",[1 0 0 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,Because of this I do not use metadata to check previous versions is not reliable.,[1 0 0 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,I am a valid launch strategy only when all the base lines of montique that load this project use the same label to load it.,[0 1 0 0 0 0 0],es
GtRlBaselineTagReleaseStrategy,see gtrlbaselinetagreleasstrategy #asert method compatiblewithrepository for statements that check when I can be used.,[0 1 0 0 0 0 0],es
GtRlCommitAndTagReleaseAction,i execute a commit of the current changes staged to commit and press a tag corresponding to the version number of the version of the repository version.,[0 0 1 0 0 0 0],es
GtRlCommitAndTagReleaseAction,I only work with gtrlsemantictagreleasstrategy class strategies.,[1 0 0 0 0 0 1],es
GtRlCommitAndTagReleaseAction,see gtrlsemantictagreleasstrategy #commitandtagrelease method for more implementation details.,[1 0 0 0 0 0 0],es
GtRlMajorVersionComputation,i increase the main number of a semantic version.,[0 0 1 0 0 0 0],es
GtRlMajorVersionComputation,restart both the patch and the smaller parts of the version number to zero.,[0 0 1 0 0 0 0],es
GtRlMajorVersionComputation,"if the symbolic version number in which I am applied has a patch or a smaller number, reset it to zero in the version number created.",[1 0 0 0 0 0 0],es
GtRlNode,I'm an abstraction for a kind of dependency on a system's load configuration.,[0 0 1 0 1 0 0],es
GtRlReleaseConfiguration,i model options to configure how versions are made.,[0 0 1 0 0 0 0],es
GtRlReleaseConfiguration,I am used by a class gtrlleasebuilder to create a new version.,[0 0 0 0 0 0 1],es
GtRlReleaseConfiguration,"Users can set default options that apply to all repositories in a version, or set options for individual repositories.",[0 0 0 0 0 0 1],es
GtRlReleaseConfiguration,my main api methods for configuring other default options are,[0 0 0 0 0 1 0],es
GtRlReleaseConfiguration,gtrlrelaseconfiguration method #defaultrelasebranchname the name of the branch in which the release is performed.,[0 0 0 0 0 1 0],es
GtRlReleaseConfiguration,gtrlleaseconfiguration #defaultversioncomputation method the strategy to calculate the next version number in case a version already exists.,[0 0 0 0 0 1 0],es
GtRlReleaseConfiguration,These are subclasses of class gtrlsemanticversioncomputation,[0 0 0 0 0 1 0],es
GtRlReleaseConfiguration,gtrlleaseconfiguration method #defaultversionnumber the version number to use in case there are no previous versions in a repository.,[0 0 0 0 0 1 0],es
GtRlReleaseConfiguration,method gtrlrelaseconfiguration #forcenewrelease forces a new version in a repository even if there are no new changes in that repository and all dependencies did not change.,[0 0 0 0 0 1 0],es
GtSnippetRequest,I am sent by snippet widget looks when requesting to receive a snippet model from the widget model,[0 0 1 0 1 0 0],es
SpartaCairoTextMetrics,I save the extensions of a single glyph or a string of glyphs in the coordinates of the user's space.,[0 0 1 0 0 0 0],es
SpartaCairoTextMetrics,"Because text extensions are in the user space coordinates, they are mostly, but not entirely, independent of the current transformation matrix.",[1 0 0 0 0 0 0],es
SpartaCairoTextMetrics,"if you call cairo scale cr, 20, 20 , the text will be drawn twice as large, but text extensions will not be duplicated.",[1 0 0 0 0 0 0],es
SpartaCairoTextMetrics,"they will change slightly due to insinuations so it cannot be assumed that the metrics are independent of the transformation matrix, but otherwise it will remain unchanged.",[1 0 0 0 0 0 0],es
SpartaCanvas,I represent a sparta canvas and provide an api to perform several drawing operations.,[0 0 0 0 1 0 0],es
SpartaCanvas,I define an abstract canvas api departs that all concrete implementations must have.,[0 0 1 0 0 0 0],es
SpartaCanvas,Overview,[0 0 1 0 0 0 0],es
SpartaCanvas,My primary responsibility is to create and provide specific backend builders and various objects.,[0 0 1 0 0 0 0],es
SpartaCanvas,"For example, if you want to fill a path with a painting, you have to send a #fill message to a canvas to get a filler painter.",[0 1 0 0 0 0 0],es
SpartaCanvas,i m also responsible for the creation of primitive filters types of filters that are used with the operation of the filter.,[0 0 1 0 0 0 0],es
SpartaCanvas,can be found in the filter protocol.,[0 0 1 0 0 0 0],es
SpartaCanvas,public api and key messages,[0 0 0 0 0 1 0],es
SpartaCanvas,"paint create a linear paint builder, radial gradients",[0 0 0 0 0 1 0],es
SpartaCanvas,transform create a builder to transform canvas,[0 0 0 0 0 1 0],es
SpartaCanvas,text create a text rendering editor,[0 0 0 0 0 1 0],es
SpartaCanvas,filter create a builder of the filter drawing operation,[0 0 0 0 0 1 0],es
SpartaCanvas,mask create a masked drawing operation builder,[0 0 0 0 0 1 0],es
SpartaCanvas,bitmap create a bitmap factory,[0 0 0 0 0 1 0],es
SpartaCanvas,filters create a common filter factory,[0 0 0 0 0 1 0],es
SpartaCanvas,similar to creating an empty canvas of anextent size and of the same type and format,[0 0 0 0 0 1 0],es
SpartaCanvas,asform to rasterize and return the resulting image as a form,[0 0 0 0 0 1 0],es
SpartaCanvas,create an empty canvas size 400@250,[0 1 0 0 0 0 0],es
SpartaCanvas,Espartacanvas canvas extension 400@250.,[0 1 0 0 1 0 0],es
SpartaCanvas,create a vector path triangle,[0 1 0 0 0 0 0],es
SpartaCanvas,route of the triangle canvas,[0 1 0 0 0 0 0],es
SpartaCanvas,lineto 200@200,[0 1 0 0 0 0 0],es
SpartaCanvas,close,[0 1 0 0 0 0 0],es
SpartaCanvas,https github^com syrel spata raw master images spatacanvas 02 triangle path^png label trianglepath,[0 1 0 0 1 0 0],es
SpartaCanvas,start 50@100,[0 1 0 0 0 0 0],es
SpartaCanvas,It stops 0 red.,[0 1 0 0 0 0 0],es
SpartaCanvas,apply the translation to place the trangle in the center,[0 1 0 0 0 0 0],es
SpartaCanvas,transform the canvas,[0 1 0 0 0 0 0],es
SpartaCanvas,linear gradient paint,[0 1 0 0 0 0 0],es
SpartaCanvas,Draw.,[0 1 0 0 0 0 0],es
SpartaCanvas,triangle stroke with blue color,[0 1 0 0 0 0 0],es
SpartaCanvas,canvas stroke,[0 1 0 0 0 0 0],es
SpartaCanvas,color of blue paint,[0 1 0 0 0 0 0],es
SpartaCanvas,Draw.,[0 1 0 0 0 0 0],es
SpartaCanvas,restore the transformation matrix,[0 1 0 0 0 0 0],es
SpartaCanvas,create a Gaussian blur filter,[0 1 0 0 0 0 0],es
SpartaCanvas,tarpaulin blurred gaussianblurfilter,[0 1 0 0 0 0 0],es
SpartaCanvas,stddeviation 4.,[0 1 0 0 0 0 0],es
SpartaCanvas,apply filter throughout the canvas,[0 1 0 0 0 0 0],es
SpartaCanvas,canvas filter,[0 1 0 0 0 0 0],es
SpartaCanvas,Draw.,[0 1 0 0 0 0 0],es
SpartaLine,I represent a line.,[0 0 0 0 1 0 0],es
SpartaLine,"I am destined to be polymorphic with rectangle and path and can be used as a route in several operations, except cutting.",[0 0 1 0 0 0 0],es
SpartaLine,public api and key messages,[0 0 0 0 0 1 0],es
SpartaLine,from my starting point,[0 0 0 0 0 1 0],es
SpartaLine,to get my end point.,[0 0 0 0 0 1 0],es
SpartaLine,spartalin from 10@10 to 20@20,[0 0 0 0 0 1 0],es
SpUserFontSourceBuffer,I'm a buffer source.,[0 0 0 0 1 0 0],es
TBlEventTarget,Implement a basic event management infrastructure.,[0 0 1 0 0 0 0],es
TSpartaCompositeFilter,I'm a composite filter and I can have an arbitrary amount of input soures.,[0 0 0 0 1 0 0],es
TSpartaCompositeFilter,primitive fusion filter is only a composite filter with the composition mode.,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,filter composed of fusion canvas,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,more,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,source filter1,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,source filter2,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,source filter3,[0 1 0 0 0 0 0],es
TSpartaCompositeFilter,source filter4,[0 1 0 0 0 0 0],es
TSpartaPaint,tspartapaint,[0 0 1 0 0 0 0],es
